id_estudiante,Semestre,Comunicacion Oral y Escrita,"Etica, Identidad y Profesion",Desafios Eticos Contemporaneos
00000896,6,7.4,7.9,9.3
00000897,7,6.6,10,8.5
00000898,8,9.5,7.0,7.0
00000899,9,7.4,8.8,10
00008910,10,10,9.9,10
00000901,1,6.7,5,5
00000902,2,10,7.6,7.1
00000903,3,9.7,7.7,5.7
00000904,4,10,10,6.8
00000905,5,10,10,10
00000906,6,7.2,10,10
00000907,7,9.1,6.5,10
00000908,8,9.7,6.6,6.4
00000909,9,10,8.7,5
00009010,10,6.5,8.6,5
00000911,1,9.3,5,10
00000912,2,5.1,7.9,7.0
00000913,3,9.4,10,10
00000914,4,9.7,8.4,7.8
00000915,5,5,6.8,5
00000916,6,6.5,7.5,5
00000917,7,8.5,7.4,5.4
00000918,8,5,10,6.2
00000919,9,5,10,10
00009110,10,10,9.0,9.6
00000921,1,5,10,9.0
00000922,2,7.8,10,6.8
00000923,3,10,6.1,7.1
00000924,4,9.9,6.7,8.4
00000925,5,10,5,6.3
00000926,6,5,7.3,5
00000927,7,6.3,10,9.1
00000928,8,5,6.8,9.6
00000929,9,6.2,10.0,5.9
00009210,10,5,9.8,10
00000931,1,6.1,6.6,10
00000932,2,10,6.1,10
00000933,3,5,9.8,10
00000934,4,7.6,8.9,7.1
00000935,5,5.9,9.2,5
00000936,6,5,5.2,5
00000937,7,9.5,9.4,5
00000938,8,6.0,9.1,5.8
00000939,9,9.8,5,5.7
00009310,10,9.7,8.8,9.6
00000941,1,5,10,10
00000942,2,5.4,10,8.1
00000943,3,9.2,5,9.0
00000944,4,10,5,10
00000945,5,10,6.2,7.3
00000946,6,10,8.0,10.0
00000947,7,7.5,5,10
00000948,8,7.5,10,5
00000949,9,5.5,5.7,10
00009410,10,6.3,10,8.7
00000951,1,7.5,10,9.4
00000952,2,10,5.9,7.8
00000953,3,5,10,9.5
00000954,4,6.9,10,9.5
00000955,5,9.4,8.9,9.8
00000956,6,8.5,7.3,7.5
00000957,7,10,6.3,5.5
00000958,8,6.1,5.3,9.8
00000959,9,5,8.7,8.0
00009510,10,10,8.3,5.3
00000961,1,5.9,10,8.0
00000962,2,7.1,6.3,10
00000963,3,10,5,7.2
00000964,4,6.2,5,10
00000965,5,9.6,10,7.3
00000966,6,10.0,8.6,5.1
00000967,7,5,8.0,8.2
00000968,8,8.3,5.9,10
00000969,9,10,6.0,8.4
00009610,10,8.8,9.8,10
00000971,1,8.5,6.6,7.5
00000972,2,8.8,8.6,9.6
00000973,3,8.4,7.7,5
00000974,4,7.2,9.4,7.2
00000975,5,5,5.5,5
00000976,6,9.0,9.1,7.3
00000977,7,7.7,6.3,5.3
00000978,8,9.3,6.7,10
00000979,9,8.5,5.7,10
00009710,10,9.8,8.6,10
00000981,1,8.9,10,8.2
00000982,2,6.2,5.5,5.5
00000983,3,8.2,5,10
00000984,4,6.9,8.3,8.8
00000985,5,10,10,9.5
00000986,6,5,5,5.1
00000987,7,7.6,9.1,10
00000988,8,9.4,10,10
00000989,9,10,8.1,8.7
00009810,10,5,5,5
00000991,1,8.0,7.1,5
00000992,2,8.3,8.5,10
00000993,3,5,9.9,10
00000994,4,8.9,10,8.8
00000995,5,10,9.0,5
00000996,6,7.2,9.8,5
00000997,7,6.5,5,10
00000998,8,10,10,5
00000999,9,8.9,8.7,5
00009910,10,8.9,10,5.5
00001001,1,5,7.1,5.6
00001002,2,7.1,9.4,5
00001003,3,10.0,8.4,7.9
00001004,4,5,6.1,9.5
00001005,5,7.7,5.2,7.9
00001006,6,10,8.7,9.8
00001007,7,5,7.3,8.3
00001008,8,6.5,7.1,7.8
00001009,9,7.3,6.8,9.9
00010010,10,7.6,10,8.1
00001011,1,10,10,8.0
00001012,2,5,9.4,10
00001013,3,9.4,5.2,6.2
00001014,4,9.5,6.0,9.8
00001015,5,8.2,9.6,8.6
00001016,6,5,8.3,5
00001017,7,9.8,8.5,9.4
00001018,8,8.2,10,8.5
00001019,9,5,7.7,5.4
00010110,10,8.6,6.7,9.7
00001021,1,8.7,6.6,9.0
00001022,2,7.8,8.1,7.7
00001023,3,7.0,8.4,9.3
00001024,4,5,8.2,9.1
00001025,5,10,10,5
00001026,6,10,10,10
00001027,7,6.2,5,7.1
00001028,8,7.9,10,8.4
00001029,9,10,9.1,5.8
00010210,10,9.9,9.9,8.4
00001031,1,5,7.1,7.6
00001032,2,10,5,7.2
00001033,3,5,9.5,10
00001034,4,7.9,6.8,8.5
00001035,5,7.7,7.6,5
00001036,6,6.6,7.1,5
00001037,7,8.6,5,5
00001038,8,9.3,8.3,7.9
00001039,9,9.3,5,9.3
00010310,10,10,10,5.7
00001041,1,5,9.2,5
00001042,2,5,5,5
00001043,3,10,9.5,7.0
00001044,4,10,5,7.4
00001045,5,5.7,10,10
00001046,6,5.2,5.4,10
00001047,7,7.6,5,6.7
00001048,8,10,8.2,5.2
00001049,9,5,5,8.1
00010410,10,5,5,8.2
00001051,1,10,10,5.1
00001052,2,6.7,6.3,10
00001053,3,6.4,7.6,6.0
00001054,4,6.7,8.1,5.7
00001055,5,7.3,7.0,9.7
00001056,6,10,5.2,9.5
00001057,7,10,10,7.3
00001058,8,10,7.1,10
00001059,9,6.3,5.8,8.1
00010510,10,6.6,10,5.9
00001061,1,6.0,8.9,10
00001062,2,7.2,10,5
00001063,3,7.0,5.4,8.4
00001064,4,10,6.5,6.3
00001065,5,5,9.0,8.1
00001066,6,8.5,6.5,10
00001067,7,7.4,7.7,7.8
00001068,8,7.7,9.7,6.8
00001069,9,5,10,8.9
00010610,10,6.4,6.8,8.2
00001071,1,8.6,8.1,5
00001072,2,5,10,5.3
00001073,3,8.0,6.3,10
00001074,4,5.3,5.4,10
00001075,5,10,6.2,10
00001076,6,9.9,6.2,7.9
00001077,7,8.2,9.0,10
00001078,8,8.4,5.4,5
00001079,9,5,10,7.9
00010710,10,9.2,10,10
00001081,1,10,8.7,8.0
00001082,2,7.1,5,10
00001083,3,9.8,7.7,8.1
00001084,4,5.3,10,10
00001085,5,5.4,8.6,5
00001086,6,5.1,6.4,10
00001087,7,8.5,9.7,5.4
00001088,8,5.3,8.5,8.6
00001089,9,6.1,5,5
00010810,10,6.2,10,7.6
00001091,1,8.8,10,10
00001092,2,7.1,8.4,5
00001093,3,10,9.7,7.1
00001094,4,6.1,10,8.7
00001095,5,6.0,8.9,6.0
00001096,6,5,7.5,7.0
00001097,7,10,7.9,6.2
00001098,8,7.3,7.1,10
00001099,9,9.1,8.1,8.9
00010910,10,9.2,10,5
00001101,1,5,5,10
00001102,2,10,10,10
00001103,3,10,5.7,10
00001104,4,10,10,6.0
00001105,5,7.2,10,9.4
00001106,6,5,5,8.6
00001107,7,5,10,5
00001108,8,7.0,10,5
00001109,9,9.6,5.4,8.7
00011010,10,7.1,10,5
00001111,1,7.3,7.9,6.3
00001112,2,8.0,6.5,9.0
00001113,3,10,7.9,5
00001114,4,5,5.1,9.4
00001115,5,8.7,5,8.8
00001116,6,9.9,9.2,5
00001117,7,10,10,10
00001118,8,7.2,5,10
00001119,9,7.1,10,5
00011110,10,7.4,10,10
00001121,1,10,5,9.6
00001122,2,6.1,8.6,10
00001123,3,6.5,7.8,5
00001124,4,6.9,5,9.6
00001125,5,10,10,10
00001126,6,9.7,10,6.1
00001127,7,9.8,10,10
00001128,8,6.2,5,5.2
00001129,9,8.5,9.4,9.2
00011210,10,8.8,10,5
00001131,1,8.0,7.7,10
00001132,2,5,10,9.3
00001133,3,7.1,5.5,5
00001134,4,6.1,10,5
00001135,5,9.1,7.5,7.1
00001136,6,10,8.6,10
00001137,7,5,10,5
00001138,8,9.0,5,7.3
00001139,9,8.1,6.7,5
00011310,10,8.1,7.5,10
00001141,1,5.3,6.1,10
00001142,2,8.6,7.1,5.9
00001143,3,10,6.5,8.6
00001144,4,9.1,9.3,6.8
00001145,5,7.0,6.3,6.8
00001146,6,8.6,10,9.5
00001147,7,9.0,5.6,5
00001148,8,5,10,5
00001149,9,9.7,6.3,7.9
00011410,10,10,8.9,6.6
00001151,1,6.9,5.2,5
00001152,2,5.3,9.5,5.9
00001153,3,5,10,8.4
00001154,4,8.2,8.9,10
00001155,5,5,5.8,7.1
00001156,6,6.7,10,6.8
00001157,7,5,7.4,8.1
00001158,8,10,10,10
00001159,9,9.1,5,10
00011510,10,6.3,6.8,10
00001161,1,10,7.2,10
00001162,2,7.4,7.2,10
00001163,3,5,5.7,5
00001164,4,8.1,10,5.1
00001165,5,10,9.8,7.2
00001166,6,10,8.4,5
00001167,7,7.3,6.3,9.6
00001168,8,5.5,5.9,10
00001169,9,10,10,8.1
00011610,10,10,10,5
00001171,1,10,9.1,8.3
00001172,2,5,5,5
00001173,3,6.6,5,5
00001174,4,5.8,10,5.7
00001175,5,9.9,7.9,7.5
00001176,6,7.6,10,7.2
00001177,7,9.5,8.6,10
00001178,8,10,9.7,6.4
00001179,9,10,10,8.7
00011710,10,9.9,6.1,6.8
00001181,1,10,7.5,6.3
00001182,2,5,7.4,8.2
00001183,3,8.6,10,10
00001184,4,7.8,10,7.0
00001185,5,5,9.6,10
00001186,6,7.9,5,10
00001187,7,7.4,8.5,5
00001188,8,9.1,7.1,6.7
00001189,9,6.9,7.7,9.2
00011810,10,7.7,9.7,7.8
00001191,1,5,9.9,5
00001192,2,5.9,5,8.8
00001193,3,10,10,6.8
00001194,4,6.6,10,9.1
00001195,5,6.3,8.2,8.2
00001196,6,6.1,10,6.8
00001197,7,5,5.2,8.4
00001198,8,5,5,7.0
00001199,9,10,9.2,10
00011910,10,5.3,5,8.2
00001201,1,7.8,9.2,5
00001202,2,10,6.9,5
00001203,3,7.9,9.7,10
00001204,4,9.5,5,5.1
00001205,5,9.1,8.8,5.9
00001206,6,5.6,9.9,5
00001207,7,10,9.0,5.3
00001208,8,10,8.5,5
00001209,9,6.1,5,5.4
00012010,10,9.7,5.4,10
00001211,1,6.7,10,10
00001212,2,5,7.2,10
00001213,3,7.2,7.6,5
00001214,4,9.4,7.8,8.0
00001215,5,6.8,6.2,8.2
00001216,6,10,9.2,6.1
00001217,7,5.7,5.2,10.0
00001218,8,6.8,5.2,5.6
00001219,9,5,6.4,10
00012110,10,5.8,6.4,6.4
00001221,1,7.7,10,5.8
00001222,2,5.6,6.5,5.8
00001223,3,7.3,5.2,9.0
00001224,4,10,5,9.9
00001225,5,5,6.1,7.3
00001226,6,5,8.4,7.4
00001227,7,7.7,8.8,7.6
00001228,8,10,5,6.6
00001229,9,6.3,10,10
00012210,10,7.7,10,7.3
00001231,1,5,10,10
00001232,2,7.4,6.1,7.0
00001233,3,7.6,9.6,10
00001234,4,7.8,7.2,5.7
00001235,5,10,9.2,5
00001236,6,5,7.3,5
00001237,7,8.8,8.0,5.5
00001238,8,10,5,5
00001239,9,7.6,10,7.6
00012310,10,6.0,5,5
00001241,1,10,10,5
00001242,2,9.2,8.9,5
00001243,3,8.4,5,10
00001244,4,9.1,5,5
00001245,5,5,6.3,10
00001246,6,5,10,6.7
00001247,7,8.3,6.3,7.2
00001248,8,10,10.0,5
00001249,9,5,9.4,9.0
00012410,10,7.7,10,6.3
00001251,1,5.3,6.8,10
00001252,2,7.5,9.2,7.4
00001253,3,8.7,5.5,10
00001254,4,5.5,7.7,6.2
00001255,5,5,5,9.9
00001256,6,8.8,10,10
00001257,7,5.4,10,10
00001258,8,6.1,10,5.7
00001259,9,6.5,6.3,5.6
00012510,10,6.1,10,9.3
00001261,1,5.8,10,5
00001262,2,7.1,6.9,9.5
00001263,3,6.6,9.6,6.1
00001264,4,9.4,8.5,7.9
00001265,5,10,5,7.7
00001266,6,10,8.9,5.6
00001267,7,10,6.2,10
00001268,8,6.0,7.4,10
00001269,9,10,9.8,10
00012610,10,10,10,7.8
00001271,1,5,9.0,5
00001272,2,5,8.5,5
00001273,3,5.3,10,5.5
00001274,4,7.3,7.6,10
00001275,5,6.5,10,6.8
00001276,6,8.8,9.5,8.1
00001277,7,8.1,10,9.9
00001278,8,7.1,10,5
00001279,9,7.5,5.1,6.0
00012710,10,5,10,6.8
00001281,1,8.9,10,5
00001282,2,9.0,8.1,8.4
00001283,3,9.5,5,7.7
00001284,4,6.5,8.5,10
00001285,5,10,9.3,9.0
00001286,6,7.6,9.9,8.8
00001287,7,7.0,8.2,8.9
00001288,8,10,7.9,7.2
00001289,9,6.6,10,6.6
00012810,10,10,5,10
00001291,1,6.3,7.2,10.0
00001292,2,6.7,5,5
00001293,3,6.9,8.9,7.9
00001294,4,9.8,10,10
00001295,5,6.8,5.1,6.3
00001296,6,5.9,9.5,10
00001297,7,9.0,5,6.8
00001298,8,9.0,6.1,5.1
00001299,9,10,7.7,10
00012910,10,5,9.3,10
00001301,1,9.2,10,10
00001302,2,5,5,8.6
00001303,3,5.8,5.7,7.6
00001304,4,10,7.9,8.1
00001305,5,9.2,8.5,10
00001306,6,7.9,10,5
00001307,7,9.1,5.9,10
00001308,8,10,9.6,9.8
00001309,9,10,5,6.0
00013010,10,9.0,7.4,6.8
00001311,1,10,10,5
00001312,2,5,10,10
00001313,3,5,10,10
00001314,4,8.7,10,7.4
00001315,5,9.5,6.3,9.1
00001316,6,8.8,10,5.5
00001317,7,10,5,5.7
00001318,8,10,10,9.0
00001319,9,10,10,9.5
00013110,10,6.0,8.7,9.8
00001321,1,5,5,5.9
00001322,2,7.8,9.7,7.4
00001323,3,5,10,8.9
00001324,4,8.6,10,6.3
00001325,5,10,8.0,8.2
00001326,6,5,10,7.6
00001327,7,5,8.9,10
00001328,8,5,10,5.5
00001329,9,8.0,7.9,9.1
00013210,10,8.7,6.5,5
00001331,1,8.3,8.5,7.1
00001332,2,6.8,9.3,10
00001333,3,10,7.5,8.4
00001334,4,10,8.0,5
00001335,5,5,10,8.9
00001336,6,10,8.9,8.4
00001337,7,10,6.6,6.6
00001338,8,5,9.5,5
00001339,9,10,10,10
00013310,10,7.0,10,5
00001341,1,7.7,6.8,5
00001342,2,5.4,8.5,7.9
00001343,3,6.6,10,7.5
00001344,4,5,10,10
00001345,5,5,5.7,7.6
00001346,6,10,8.5,5.1
00001347,7,6.9,5.4,5
00001348,8,5,5,8.2
00001349,9,10,10,7.9
00013410,10,9.4,10,10
00001351,1,7.7,8.6,7.5
00001352,2,10,10,5
00001353,3,5,7.7,10
00001354,4,9.8,6.8,7.1
00001355,5,8.1,5,8.2
00001356,6,9.2,6.8,8.2
00001357,7,6.2,8.1,5
00001358,8,6.0,7.3,5.5
00001359,9,10,5,10
00013510,10,5.3,6.3,8.1
00001361,1,8.7,7.4,9.1
00001362,2,10,9.1,8.5
00001363,3,8.7,9.5,7.1
00001364,4,10,5,5
00001365,5,10,10,8.6
00001366,6,6.4,5,10
00001367,7,5,8.8,7.0
00001368,8,9.0,10,6.7
00001369,9,9.5,9.6,5.3
00013610,10,7.8,8.6,10
00001371,1,10.0,5,10
00001372,2,10,6.7,9.3
00001373,3,5,9.5,5.6
00001374,4,10,6.3,8.0
00001375,5,10.0,5,5
00001376,6,7.0,5,7.9
00001377,7,8.0,6.8,7.8
00001378,8,5.8,7.5,5
00001379,9,7.1,10,10
00013710,10,10,7.1,8.0
00001381,1,10,6.4,8.9
00001382,2,10,6.9,6.1
00001383,3,6.9,5,9.3
00001384,4,8.5,6.4,10
00001385,5,5.9,9.9,8.1
00001386,6,6.0,7.6,10
00001387,7,7.6,5.2,5.5
00001388,8,10,10,9.6
00001389,9,10,10,5
00013810,10,10,9.0,8.7
00001391,1,9.6,10,5
00001392,2,7.9,6.9,5
00001393,3,8.2,10,5.7
00001394,4,7.2,9.1,7.1
00001395,5,5.7,5.4,10
00001396,6,5,10,7.4
00001397,7,7.2,5,5.6
00001398,8,6.8,6.8,8.1
00001399,9,5.7,6.4,5
00013910,10,8.1,6.6,10
00001401,1,7.1,10,5
00001402,2,7.5,10,7.6
00001403,3,7.6,10,10
00001404,4,7.9,6.3,5
00001405,5,10,6.4,7.0
00001406,6,9.8,9.7,10
00001407,7,8.8,10,10
00001408,8,7.0,10,10
00001409,9,7.8,6.6,7.5
00014010,10,10,5.2,7.5
00001411,1,10,5.3,5
00001412,2,7.1,8.0,9.0
00001413,3,5.2,10,10
00001414,4,10,9.6,8.2
00001415,5,7.0,10,10
00001416,6,7.3,8.6,5
00001417,7,7.6,5.9,10
00001418,8,6.3,7.3,8.0
00001419,9,10,5,10
00014110,10,7.7,8.4,8.2
00001421,1,7.6,5,10
00001422,2,10,6.8,8.3
00001423,3,10,8.8,8.9
00001424,4,9.4,5.8,7.1
00001425,5,9.7,10,10
00001426,6,10,5,7.0
00001427,7,8.2,9.7,10
00001428,8,10,7.7,8.0
00001429,9,5,5,8.0
00014210,10,10,9.9,8.9
00001431,1,10,5.9,10
00001432,2,5,8.1,6.7
00001433,3,5.9,7.6,9.5
00001434,4,6.6,9.1,7.7
00001435,5,5.7,7.6,5
00001436,6,9.9,5,10
00001437,7,9.3,5.9,10
00001438,8,7.3,10,8.4
00001439,9,5,7.7,9.1
00014310,10,10,5,8.2
00001441,1,5.8,8.1,5
00001442,2,9.4,7.8,5.8
00001443,3,5,10,5.5
00001444,4,5,10,5.3
00001445,5,8.9,6.8,5.7
00001446,6,10,8.7,8.2
00001447,7,10.0,6.9,10
00001448,8,5.2,5,9.5
00001449,9,9.6,5,6.4
00014410,10,5.4,10,7.8
00001451,1,5,10,10
00001452,2,10,5,10
00001453,3,6.5,10,7.2
00001454,4,9.4,7.0,8.7
00001455,5,8.3,8.5,10
00001456,6,7.3,10,7.6
00001457,7,6.6,5,10
00001458,8,5.1,8.3,8.1
00001459,9,6.7,5.0,5.0
00014510,10,7.1,5.3,9.7
00001461,1,5.4,9.1,8.3
00001462,2,10,5.4,9.8
00001463,3,6.8,7.1,9.5
00001464,4,5,5.2,7.2
00001465,5,8.5,10,6.4
00001466,6,9.5,6.1,10
00001467,7,5.4,5,9.0
00001468,8,9.4,7.7,5
00001469,9,7.4,10,10
00014610,10,5.7,10,6.9
00001471,1,6.6,10,7.5
00001472,2,7.8,6.2,10
00001473,3,7.3,5,5
00001474,4,10,7.6,8.1
00001475,5,8.6,9.6,5.4
00001476,6,9.9,5,10
00001477,7,7.7,7.0,6.3
00001478,8,6.8,7.9,10
00001479,9,6.5,7.9,7.8
00014710,10,7.3,9.7,8.7
00001481,1,9.9,10,10
00001482,2,10,6.0,5.6
00001483,3,10,10,5
00001484,4,10,5,10
00001485,5,9.0,10,10
00001486,6,6.0,6.3,5
00001487,7,5,10,7.6
00001488,8,8.0,10,9.5
00001489,9,5,9.1,5
00014810,10,9.0,6.2,8.6
00001491,1,8.2,8.5,6.0
00001492,2,7.7,7.6,9.7
00001493,3,10,10,5.0
00001494,4,10,10,5.8
00001495,5,9.1,10,6.2
00001496,6,7.6,10,7.7
00001497,7,5.6,7.6,10
00001498,8,10,6.5,8.6
00001499,9,10,8.6,6.2
00014910,10,5,5.2,10
00001501,1,7.4,10,10
00001502,2,10,10,5
00001503,3,8.2,6.7,7.8
00001504,4,8.6,10,8.9
00001505,5,10,9.7,6.8
00001506,6,8.7,10,5.6
00001507,7,5,6.4,9.8
00001508,8,5,5,5
00001509,9,8.5,10,7.0
00015010,10,5.8,10,10
00001511,1,9.6,9.4,7.0
00001512,2,10.0,10,5
00001513,3,10,10,10
00001514,4,5,10,8.3
00001515,5,6.2,5.3,9.2
00001516,6,5,8.7,5
00001517,7,6.5,10,5.7
00001518,8,10,10,6.8
00001519,9,9.3,5,10
00015110,10,9.2,7.4,7.5
00001521,1,7.1,5,6.5
00001522,2,10,10,5.9
00001523,3,6.6,5,5
00001524,4,7.1,10,6.6
00001525,5,10,10.0,10.0
00001526,6,7.9,8.7,7.4
00001527,7,10,7.9,8.3
00001528,8,7.1,5.7,9.4
00001529,9,6.1,7.3,6.7
00015210,10,8.0,10,9.6
00001531,1,10,10,6.4
00001532,2,6.6,10,9.7
00001533,3,9.2,8.0,5
00001534,4,5,7.0,9.1
00001535,5,6.2,8.8,10
00001536,6,7.9,5,8.9
00001537,7,5.9,10,7.7
00001538,8,10,10,5
00001539,9,8.9,10,10
00015310,10,10,8.0,7.4
00001541,1,9.6,10,5
00001542,2,6.2,10,5
00001543,3,10,10,5.7
00001544,4,5.3,10,8.9
00001545,5,7.4,7.2,10
00001546,6,10,10,5
00001547,7,8.1,10,5
00001548,8,7.4,10,9.0
00001549,9,6.8,7.1,5
00015410,10,5,5,10
00001551,1,5,5,9.2
00001552,2,5,8.0,7.2
00001553,3,9.5,5,10
00001554,4,9.4,8.3,10
00001555,5,8.4,9.4,9.0
00001556,6,8.7,8.1,5
00001557,7,10,10,6.0
00001558,8,5,9.0,5
00001559,9,6.9,5.5,5
00015510,10,7.2,5.5,10
00001561,1,7.9,5,5
00001562,2,10,6.4,5.1
00001563,3,5,5.5,10
00001564,4,5,9.2,8.1
00001565,5,5.3,8.6,7.5
00001566,6,6.5,10,5
00001567,7,10,5,9.7
00001568,8,10,8.7,6.5
00001569,9,8.9,5,8.8
00015610,10,5,6.9,5
00001571,1,5,10,9.0
00001572,2,5.2,10,7.8
00001573,3,10,10,7.9
00001574,4,5.3,7.2,8.7
00001575,5,5,6.3,10
00001576,6,5.6,6.2,8.4
00001577,7,6.4,6.0,5
00001578,8,5,7.4,7.2
00001579,9,10,6.7,9.4
00015710,10,7.4,6.8,10
00001581,1,10,10,10
00001582,2,7.2,5,10
00001583,3,8.0,9.4,10
00001584,4,9.2,7.6,9.4
00001585,5,7.1,6.5,9.5
00001586,6,7.4,8.1,8.9
00001587,7,7.6,5.6,5
00001588,8,5,5.7,5
00001589,9,10,10,5
00015810,10,7.3,9.8,10
00001591,1,9.0,10,10
00001592,2,9.2,7.0,7.9
00001593,3,9.7,8.5,10
00001594,4,6.1,6.2,7.8
00001595,5,7.7,8.6,10
00001596,6,5,8.2,6.4
00001597,7,8.5,5.6,5
00001598,8,10,6.8,7.5
00001599,9,10,9.6,10
00015910,10,5.1,5.5,9.8
00001601,1,10,8.5,5
00001602,2,9.0,5.1,9.4
00001603,3,8.4,5,5
00001604,4,10,5.6,5
00001605,5,5,10,10
00001606,6,5,9.4,8.9
00001607,7,9.4,7.3,8.4
00001608,8,6.4,10,5.4
00001609,9,5,10,10
00016010,10,7.3,10,6.7
00001611,1,9.1,10,10
00001612,2,5.7,9.5,6.9
00001613,3,8.3,5.1,10
00001614,4,5,10,6.2
00001615,5,8.9,10,5.7
00001616,6,8.2,6.6,6.3
00001617,7,10,9.0,6.4
00001618,8,7.5,8.5,10
00001619,9,6.5,7.2,7.3
00016110,10,7.1,9.2,10
00001621,1,10,10,5
00001622,2,8.2,5.3,10
00001623,3,8.5,10,5
00001624,4,5,5,6.1
00001625,5,10,10,5
00001626,6,10,6.2,8.5
00001627,7,8.9,6.2,10
00001628,8,7.7,10,5.7
00001629,9,7.2,8.3,5
00016210,10,10,8.9,10
00001631,1,9.6,7.4,10
00001632,2,10,5.8,10
00001633,3,5,10,8.3
00001634,4,10,10,6.6
00001635,5,9.3,5,9.1
00001636,6,9.2,5.5,7.6
00001637,7,10,7.2,5.8
00001638,8,9.2,9.3,7.3
00001639,9,5,10,10
00016310,10,6.4,10,5
00001641,1,6.6,6.8,9.3
00001642,2,6.7,10,8.0
00001643,3,7.6,10,5.4
00001644,4,6.9,7.7,9.7
00001645,5,7.3,9.2,8.8
00001646,6,5,10,5.8
00001647,7,7.2,5.1,6.5
00001648,8,10,7.0,7.4
00001649,9,9.9,5,6.8
00016410,10,8.4,10,6.0
00001651,1,7.4,5,8.3
00001652,2,10,9.9,5
00001653,3,10,7.6,8.5
00001654,4,8.9,9.7,8.6
00001655,5,8.2,5,10
00001656,6,8.3,10,10
00001657,7,7.2,10,5.7
00001658,8,9.7,5,5
00001659,9,5.6,10,9.4
00016510,10,10,7.9,10
00001661,1,8.8,7.8,10
00001662,2,10,8.3,7.3
00001663,3,8.6,8.9,6.3
00001664,4,8.0,10,9.6
00001665,5,9.0,10,9.4
00001666,6,10,10,10
00001667,7,6.9,8.8,6.5
00001668,8,9.0,7.8,6.2
00001669,9,5,10,9.0
00016610,10,8.0,10,7.5
00001671,1,9.9,8.7,6.6
00001672,2,8.7,10,8.8
00001673,3,5,9.0,6.1
00001674,4,8.0,10,10
00001675,5,9.1,5,10
00001676,6,5,5,6.3
00001677,7,6.0,5,9.0
00001678,8,5.0,6.4,6.5
00001679,9,7.6,5.4,10
00016710,10,5.1,5,5
00001681,1,8.0,7.3,5
00001682,2,10,10,5
00001683,3,9.7,10,5.8
00001684,4,10,8.8,8.4
00001685,5,6.1,6.8,8.2
00001686,6,8.9,10,10
00001687,7,6.9,9.0,10
00001688,8,8.9,10,5
00001689,9,5,5,7.5
00016810,10,10,10,8.4
00001691,1,5,5,10
00001692,2,6.3,7.5,9.0
00001693,3,8.3,8.5,6.5
00001694,4,5.8,6.7,10
00001695,5,10,7.8,10
00001696,6,5.5,5,5
00001697,7,7.7,6.1,10
00001698,8,9.9,7.2,5.4
00001699,9,10,5,8.1
00016910,10,9.9,5,10
00001701,1,9.8,10,5.4
00001702,2,7.4,7.9,5
00001703,3,8.9,9.9,10
00001704,4,10,8.4,10
00001705,5,7.7,7.0,5.3
00001706,6,9.4,9.7,5
00001707,7,10,10,8.7
00001708,8,9.7,5,9.6
00001709,9,9.2,7.6,5
00017010,10,5.2,5.2,10
00001711,1,9.9,7.5,7.8
00001712,2,5.9,9.1,5.4
00001713,3,10,5,10
00001714,4,9.8,7.9,6.0
00001715,5,7.2,9.4,10
00001716,6,5,5,7.5
00001717,7,5,6.5,10
00001718,8,9.6,8.7,8.8
00001719,9,10,6.0,8.6
00017110,10,6.7,5.2,6.2
00001721,1,9.7,9.9,10
00001722,2,5.9,5.5,7.8
00001723,3,6.4,5,10
00001724,4,10,10,5.8
00001725,5,10,7.8,6.3
00001726,6,9.9,7.3,5.3
00001727,7,10,10,10
00001728,8,8.3,5,10.0
00001729,9,5.3,5,8.9
00017210,10,9.2,9.7,6.0
00001731,1,10,10,9.1
00001732,2,8.4,8.3,8.4
00001733,3,9.4,7.6,6.2
00001734,4,10,5,5
00001735,5,8.5,9.2,10
00001736,6,5,5,10
00001737,7,6.4,10,9.2
00001738,8,9.3,7.3,10
00001739,9,9.0,7.7,9.9
00017310,10,8.2,10,5.2
00001741,1,6.6,10,6.9
00001742,2,7.7,7.6,5.3
00001743,3,10,6.3,10
00001744,4,7.1,8.6,10
00001745,5,8.9,8.5,5
00001746,6,5,7.9,7.6
00001747,7,5,6.0,7.1
00001748,8,8.1,5,5
00001749,9,10,5,7.9
00017410,10,7.2,5.3,5
00001751,1,8.8,9.1,6.7
00001752,2,7.3,10,6.2
00001753,3,5,10,5
00001754,4,8.0,5,7.7
00001755,5,10,9.0,8.8
00001756,6,9.6,7.4,6.9
00001757,7,7.9,8.5,6.6
00001758,8,5.5,10,5.6
00001759,9,5,8.7,10
00017510,10,9.4,5,6.4
00001761,1,8.9,10,10
00001762,2,9.1,10,5
00001763,3,7.8,10,9.1
00001764,4,5,7.2,6.7
00001765,5,8.2,10,7.4
00001766,6,9.6,10,10
00001767,7,6.9,5,8.6
00001768,8,5.2,6.9,7.1
00001769,9,10,5.7,10
00017610,10,7.6,5,10
00001771,1,5,6.5,5
00001772,2,6.8,5,10
00001773,3,5,9.4,5.1
00001774,4,5.3,5,10
00001775,5,7.1,9.9,9.2
00001776,6,8.1,5,6.3
00001777,7,7.4,10,7.6
00001778,8,5,8.9,5
00001779,9,6.3,5.7,9.4
00017710,10,6.5,10,5
00001781,1,8.1,6.8,7.4
00001782,2,10,5,8.4
00001783,3,10,6.1,10
00001784,4,7.9,8.2,7.9
00001785,5,5,5.3,10
00001786,6,10,9.8,7.5
00001787,7,5.5,8.2,10
00001788,8,10,5.3,9.4
